2020-10-08 Thursday 22:40:37 $(filename)s : INFO this is a message
2020-10-08 Thursday 22:40:37 $(filename)s : INFO  * Restarting with stat
2020-10-08 Thursday 22:40:38 $(filename)s : INFO this is a message
2020-10-08 Thursday 22:40:38 $(filename)s : WARNING  * Debugger is active!
2020-10-08 Thursday 22:40:38 $(filename)s : INFO  * Debugger PIN: 187-904-191
2020-10-08 Thursday 22:40:38 $(filename)s : INFO  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2020-10-08 Thursday 22:40:53 $(filename)s : INFO (1, ('Python¿ª·¢¹¤³ÌÊ¦', '1-2Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '10-08·¢²¼'), 'ÉîÛÚÊÐÎÖÏí¿Æ¼¼ÓÐÏÞ¹«Ë¾±±¾©·Ö¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (410, ('python¿ª·¢¹¤³ÌÊ¦', '1.5-2.2Íò/ÔÂ', '¹ãÖÝ', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ4ÈË', '09-30·¢²¼'), '¹ãÖÝÑÇÃÀÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (411, ('python¿ª·¢²âÊÔ', '1.3-1.7Íò/ÔÂ', 'º¼ÖÝ-Óàº¼Çø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐÈô¸ÉÈË', '09-30·¢²¼'), '´óÁ¬·ÖÖÚ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (412, ('Python¿ª·¢¹¤³ÌÊ¦', '1.3-2Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '09-30·¢²¼'), 'ÉîÛÚöÎ¿Æ¹ú¼ÊÉÌÒµ±£ÀíÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (413, ('pythonËã·¨¹¤³ÌÊ¦', '1.2-2Íò/ÔÂ', 'Î÷°²-¹ú¼ÒÃñÓÃº½Ìì²úÒµ»ùµØ', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-30·¢²¼'), 'ÉÏº£½ñÈÕÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (414, ('Python¿ª·¢¹¤³ÌÊ¦', '0.6-1.5Íò/ÔÂ', '¸£ÖÝ-¹ÄÂ¥Çø', '1Äê¾­Ñé', 'Ë¶Ê¿', 'ÕÐ1ÈË', '09-30·¢²¼'), 'ÌØÁ¦»ÝÐÅÏ¢¿Æ¼¼¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (415, ('×ÊÉîPython¿ª·¢¼Ü¹¹¹¤³ÌÊ¦ (Ö°Î»±àºÅ£ºJM00001)', '2.5-3.5Íò/ÔÂ', 'ÉÏº£-»ÆÆÖÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-30·¢²¼'), 'ÉÏº£­ZãåÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (416, ('Python¿ª·¢¹¤³ÌÊ¦£¨È«Ö°/***£©', '1.5-2Íò/ÔÂ', '±±¾©-º£µíÇø', '1Äê¾­Ñé', '´ó×¨', 'ÕÐÈô¸ÉÈË', '09-30·¢²¼'), 'Öí°Ë½ä¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (417, ('web/PHP/Java/Python¹¤³ÌÊ¦', '0.8-1.5Íò/ÔÂ', 'ËÕÖÝ-¹¤ÒµÔ°Çø', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '09-30·¢²¼'), 'Ê¢¿ÆÍøÂç£¨ËÕÖÝ£©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (418, ('³ÏÆ¸PythonÊý¾Ý¹¤³ÌÊ¦2', '1-2Íò/ÔÂ', '±±¾©-³¯ÑôÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ3ÈË', '09-30·¢²¼'), '±±¾©»·ÇòÒ½ÁÆ¾ÈÔ®ÓÐÏÞÔðÈÎ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (419, ('C/C++/Python¿ª·¢¹¤³ÌÊ¦', '15-20Íò/Äê', 'ÉÏº£-Ðì»ãÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '09-30·¢²¼'), 'ÉÏº£¹¤Òµ×Ô¶¯»¯ÒÇ±íÑÐ¾¿ÔºÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (420, ('Python¿ª·¢¹¤³ÌÊ¦', '0.5-1.1Íò/ÔÂ', '´óÁ¬', '2Äê¾­Ñé', 'ÖÐ×¨', 'ÕÐ1ÈË', '09-30·¢²¼'), '´óÁ¬°ÛË¼ÌØÐÅÏ¢¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (421, ('Python¿ª·¢¹¤³ÌÊ¦ÖúÀí', '4.5-6Ç§/ÔÂ', '¹þ¶û±õ-ÄÏ¸ÚÇø', 'ÎÞÐè¾­Ñé', '´ó×¨', 'ÕÐÈô¸ÉÈË', '09-30·¢²¼'), '¹þ¶û±õöïÅôÔÆ¿Æ¼¼·¢Õ¹ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (422, ('Python¿ª·¢¹¤³ÌÊ¦', '1.5-2Íò/ÔÂ', '¹þ¶û±õ-ÄÏ¸ÚÇø', 'ÎÞÐè¾­Ñé', '´ó×¨', '', ''), '¹ãÖÝÉýÂë¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (423, ('Python¿ª·¢¹¤³ÌÊ¦', '1.5-2.2Íò/ÔÂ', 'ÉÏº£-ÆÖ¶«ÐÂÇø', '5-7Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-30·¢²¼'), 'ÉÏº£ÍòÀú±¨¹ØÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (424, ('Python±à³Ì½ÌÊ¦£¨Öîôß£©', '6-8Ç§/ÔÂ', 'ÉÜÐË', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ5ÈË', '09-30·¢²¼'), 'ÀÖ¾ÛÐÇÔ­Á¦£¨Õã½­£©½ÌÓý¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (425, ('Python¸ß¼¶¿ª·¢¹¤³ÌÊ¦', '1.3-1.8Íò/ÔÂ', 'ÉîÛÚ-±¦°²Çø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-30·¢²¼'), 'ÉîÛÚÊÐÄ¾ÄÜ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (426, ('ºó¶Ë¿ª·¢¹¤³ÌÊ¦£¨Python£©', '1-2.5Íò/ÔÂ', '¹ãÖÝ', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-30·¢²¼'), '¹ãÖÝÂõ¾°»ùÒòÒ½Ñ§¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (427, ('Python¿ª·¢¹¤³ÌÊ¦', '1.5-2.5Íò/ÔÂ', '¹ãÖÝ-»ÆÆÒÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '09-30·¢²¼'), '¹ãÖÝ¸ßºÌÌ©ÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (428, ('Python¿ª·¢¹¤³ÌÊ¦', '6-8Ç§/ÔÂ', 'ÉÏº£', 'ÔÚÐ£Éú/Ó¦½ìÉú', '´ó×¨', 'ÕÐ1ÈË', '09-30·¢²¼'), 'ËÕÖÝ¿í¾´ÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (429, ('´óÊý¾Ý¿ª·¢¹¤³ÌÊ¦£¨python·½Ïò£©', '1-1.5Íò/ÔÂ', 'Îäºº-ºéÉ½Çø', '5-7Äê¾­Ñé', '±¾¿Æ', 'ÕÐ5ÈË', '09-30·¢²¼'), 'ÎäººÖÐº£Í¥Êý¾Ý¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (430, ('PythonÈ«Õ»¹¤³ÌÊ¦', '1.5-2.5Íò/ÔÂ', 'ÉÏº£-Ðì»ãÇø', '3-4Äê¾­Ñé', 'Ë¶Ê¿', 'ÕÐ1ÈË', '09-30·¢²¼'), 'ÉÏº£¿ÂÁÖ²¼ÈðÐÅÏ¢¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (431, ('Python/PHPºó¶Ë³ÌÐòÔ±', '1-1.5Íò/ÔÂ', 'ÉÏº£-Ðì»ãÇø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐÈô¸ÉÈË', '09-30·¢²¼'), 'ÉÏº£ÃÈ¹ûÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (432, ('Python¿ª·¢¹¤³ÌÊ¦', '0.7-1.2Íò/ÔÂ', 'ÖØÇì-É³Æº°ÓÇø', 'ÔÚÐ£Éú/Ó¦½ìÉú', '±¾¿Æ', 'ÕÐ1ÈË', '09-30·¢²¼'), '±±¾©ÓùÐ¾Î¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (433, ('Python¸ß¼¶¿ª·¢¹¤³ÌÊ¦', '1.5-2Íò/ÔÂ', 'ÉÏº£-ºç¿ÚÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '09-30·¢²¼'), 'ÉÏº£Î¤µØ¼ÆËã»ú¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (434, ('Python¿ª·¢¹¤³ÌÊ¦', '5-8Ç§/ÔÂ', 'ÖØÇì-ÓåÖÐÇø', '1Äê¾­Ñé', '´ó×¨', 'ÕÐ4ÈË', '09-30·¢²¼'), 'ÖØÇìÍÆ¶¯¿Æ¼¼ÓÐÏÞÔðÈÎ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (435, ('python¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', '±±¾©-º£µíÇø', '2Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-30·¢²¼'), '¹úºÍÈðË¹£¨±±¾©£©¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (436, ('python¿ª·¢¹¤³ÌÊ¦/ÅÀ³æ¹¤³ÌÊ¦', '0.8-1.5Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-30·¢²¼'), 'ÉîÛÚ»ãÒíÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (437, ('Python¿ª·¢¹¤³ÌÊ¦', '0.8-1.5Íò/ÔÂ', 'Ìì½ò-ºÓ¶«Çø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '09-30·¢²¼'), 'ÖÐ¿Æ°®Ë¼£¨Ìì½ò£©¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (438, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'ºªµ¦', '3-4Äê¾­Ñé', 'ÕÐ5ÈË', '09-30·¢²¼', ''), 'ºªµ¦ÊÐÎÏÅ£ÍøÂç¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (439, ('Python¹¤³ÌÊ¦', '0.6-1Íò/ÔÂ', 'ÉÏº£-Ðì»ãÇø', '1Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-30·¢²¼'), 'ÉÏº£¿­Úµµç×ÓÉÌÎñ¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (440, ('Python¸ß¼¶¿ª·¢¹¤³ÌÊ¦', '1.5-2.5Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '09-30·¢²¼'), 'ÉîÛÚÈ¤ÏþÍøÂç¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (441, ('Python¿ª·¢¹¤³ÌÊ¦', '0.8-1.5Íò/ÔÂ', 'ºÏ·Ê-¸ßÐÂÇø', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-30·¢²¼'), '°²»ÕÏ£Ê©ÂêÊý¾Ý¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (442, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', '³É¶¼-ÇàÑòÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ5ÈË', '09-30·¢²¼'), '±±¾©¿Æµçº½Óî¿Õ¼ä¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (443, ('pythonÑÐ·¢¹¤³ÌÊ¦', '0.4-1Íò/ÔÂ', '¸£ÖÝ-½ú°²Çø', '1Äê¾­Ñé', '´ó×¨', 'ÕÐ2ÈË', '09-30·¢²¼'), '¸£½¨ÖÐÆóÒÆ¶¯¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (444, ('Python½ÌÔ±', '0.7-1.1Íò/ÔÂ', '¹ãÖÝ-»¨¶¼Çø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-30·¢²¼'), '¹ã¶«°Ù½Ý½ÌÓýÍ¶×ÊÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (445, ('pythonºó¶Ë¿ª·¢¹¤³ÌÊ¦', '0.9-1.8Íò/ÔÂ', 'ÉîÛÚ-¸£ÌïÇø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ3ÈË', '09-30·¢²¼'), '±±¾©´´ÐÂÔÚÏßÍøÂç¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (446, ('Python¿ª·¢¹¤³ÌÊ¦', '1.5-2.5Íò/ÔÂ', 'ÉÏº£', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '09-30·¢²¼'), '°ÙÁªÈ«ÇþµÀµç×ÓÉÌÎñÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (447, ('3DµãÔÆC++python¹¤³ÌÊ¦', '0.8-1.2Íò/ÔÂ', 'Îäºº', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ5ÈË', '09-30·¢²¼'), 'Îäºº·ÉÁ÷ÖÇÄÜ¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (448, ('Senior Programmer (Python Java or Golang)', '1.5-2Íò/ÔÂ', 'Îäºº', '3-4Äê¾­Ñé', '´ó×¨', '', ''), '³É¶¼Óý±ÌµçÄÔÈí¼þÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (449, ('Python¹¤³ÌÊ¦', '1.2-1.6Íò/ÔÂ', '¹ãÖÝ-ÌìºÓÇø', 'ÕÐ1ÈË', '09-30·¢²¼', '', ''), '¹ãÖÝÊÐ»¶È¸¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (450, ('Python¿ª·¢¹¤³ÌÊ¦£¨ÒâÏò»Ø³¤É³·¢Õ¹£©', '1-1.5Íò/ÔÂ', '³¤É³-¿ª¸£Çø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-30·¢²¼'), 'ÉîÛÚÊÐÓþÍÐ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (451, ('Êý¾Ý¿â²ÆÎñÊµÏ°Éú£¨Python¹¤³ÌÊ¦£©2329 (Ö°Î»±àºÅ£º002329)', '2-3Ç§/ÔÂ', '¹ãÖÝ', 'ÔÚÐ£Éú/Ó¦½ìÉú', '´ó×¨', 'ÕÐ1ÈË', '09-30·¢²¼'), 'ÃÀÐÄÊ³Æ·£¨¹ãÖÝ£©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (452, ('Python¼Ü¹¹¹¤³ÌÊ¦', '1.5-2.5Íò/ÔÂ', '¹ãÖÝ', 'ÔÚÐ£Éú/Ó¦½ìÉú', '´ó×¨', '', ''), 'ÉîÛÚ¿ÆËÉ¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (453, ('PythonÅÀ³æ¹¤³ÌÊ¦', '1.5-1.8Íò/ÔÂ', 'ÉîÛÚ-¸£ÌïÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-30·¢²¼'), 'ÉîÛÚ»ªÇïµç×ÓÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (454, ('Python¸ß¼¶¿ª·¢¹¤³ÌÊ¦', '1.2-2.5Íò/ÔÂ', '³É¶¼-Ë«Á÷Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-30·¢²¼'), '³É¶¼¹úÌúµçÆøÉè±¸ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (455, ('Python¿ª·¢¹¤³ÌÊ¦', '1.1-1.8Íò/ÔÂ', 'Îäºº', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '09-30·¢²¼'), 'Îäºº°²ÌìÐÅÏ¢¼¼ÊõÓÐÏÞÔðÈÎ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (456, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'ÉîÛÚ', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '09-30·¢²¼'), '³É¶¼ÂõË¼ÐÅÏ¢¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (457, ('Python¿ª·¢¹¤³ÌÊ¦', '0.6-1Íò/ÔÂ', 'ËÕÖÝ-¹¤ÒµÔ°Çø', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-30·¢²¼'), 'ËÕÖÝ²©ÑåÐÅÏ¢¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (458, ('Python¿ª·¢¹¤³ÌÊ¦', '0.8-1Íò/ÔÂ', '³É¶¼-½ðÅ£Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '09-30·¢²¼'), 'ËÄ´¨²©Ô´¿Æ¼¼ÓÐÏÞÔðÈÎ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (459, ('ºóÌ¨¿ª·¢¹¤³ÌÊ¦£¨C/C++/Python£©', '1.5-2.5Íò/ÔÂ', 'Çàµº-áÀÉ½Çø', '5-7Äê¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '09-30·¢²¼'), 'ÉÏº£¸ßÖØÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (460, ('Pythonºó¶Ë¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'Îäºº-¶«ºþÐÂ¼¼Êõ²úÒµ¿ª·¢Çø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-30·¢²¼'), '°Ø¿ÆÊý¾Ý¼¼Êõ£¨ÉîÛÚ£©¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (461, ('ÅÀ³æ¹¤³ÌÊ¦£¨Python£©', '1.2-2Íò/ÔÂ', 'ÉîÛÚ-ÄÏÉ½Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-30·¢²¼'), 'ÉîÛÚÊÐÖÇÑÒ¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (462, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'ÉîÛÚ', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-30·¢²¼'), 'ÉîÛÚÊÐÍòÈ«ÖÇ²ßÆóÒµ¹ÜÀí×ÉÑ¯·þÎñ¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (463, ('pythonÔËÎ¬¹¤³ÌÊ¦', '1-1.6Íò/ÔÂ', 'Îäºº-ºéÉ½Çø', '5-7Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '09-30·¢²¼'), '»ÝÖÝÊÐ±¦¸ßÍøÂç¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (464, ('Python¿ª·¢¹¤³ÌÊ¦', '0.6-1.6Íò/ÔÂ', '¹ãÖÝ-ÌìºÓÇø', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-30·¢²¼'), '¹ãÖÝÓÅ·ÉÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (465, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', '»ÝÖÝ', 'ÕÐ2ÈË', '09-30·¢²¼', '', ''), '»ÝÖÝÑöÍû¼¯ÍÅÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (466, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', '»ÝÖÝ', 'ÕÐ2ÈË', '09-30·¢²¼', '', ''), 'ÉÏº£ÑÀÄ¾Í¨Ñ¶¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (467, ('python¸ß¼¶ÅÀ³æ¹¤³ÌÊ¦', '1.5-2Íò/ÔÂ', 'ÉÏº£', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐÈô¸ÉÈË', '09-30·¢²¼'), 'ÉÏº£ÃÛ¶ÈÐÅÏ¢¼¼ÊõÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (468, ('Python¿ª·¢¹¤³ÌÊ¦', '1.5-2Íò/ÔÂ', 'ÉîÛÚ', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-30·¢²¼'), 'ÎÔ°²¿Æ¼¼£¨ÉîÛÚ£©ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (469, ('PythonÖÐ¼¶¿ª·¢¹¤³ÌÊ¦', '1.2-2Íò/ÔÂ', 'ÉîÛÚ-Áú»ªÇø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐÈô¸ÉÈË', '09-30·¢²¼'), '°²¼ª¿µ¶û£¨ÉîÛÚ£©¿Æ¼¼ÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (470, ('´óÊý¾Ý/python¿ª·¢Ö÷¹Ü', '1.5-3Íò/ÔÂ', 'ÉîÛÚ-Áú»ªÇø', '3-4Äê¾­Ñé', '±¾¿Æ', '', ''), 'º£ÄÏÌ«ÃÀº½¿Õ¹É·ÝÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (471, ('PythonÅÀ³æ¹¤³ÌÊ¦', '0.8-1.2Íò/ÔÂ', 'Îäºº-¶«ºþÐÂ¼¼Êõ²úÒµ¿ª·¢Çø', '3-4Äê¾­Ñé', '´ó×¨', 'ÕÐ1ÈË', '09-30·¢²¼'), 'ÊÀ¼ÍÌìÈó¿Ø¹ÉÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (472, ('Python¿ª·¢¹¤³ÌÊ¦', '1-1.5Íò/ÔÂ', 'ÄÏ¾©-Óê»¨Ì¨Çø', '2Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-30·¢²¼'), 'º¼ÖÝÊÀÆ½ÐÅÏ¢¿Æ¼¼ÓÐÏÞ¹«Ë¾Î÷°²·Ö¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (473, ('Python¿ª·¢¹¤³ÌÊ¦', '0.8-1.2Íò/ÔÂ', '³¤É³-¿ª¸£Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ1ÈË', '09-30·¢²¼'), 'ÉîÛÚÊÐÓ®Ê±Ê¤ÐÅÏ¢¼¼Êõ¹É·ÝÓÐÏÞ¹«Ë¾³¤É³·Ö¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (474, ('¼±Æ¸-python½²Ê¦', '0.8-1.2Íò/ÔÂ', '±±¾©-´óÐËÇø', '1Äê¾­Ñé', '±¾¿Æ', 'ÕÐ8ÈË', '09-30·¢²¼'), '´ïÄÚÊ±´ú¿Æ¼¼¼¯ÍÅÓÐÏÞ¹«Ë¾')
2020-10-08 Thursday 22:41:08 $(filename)s : INFO (475, ('Python¸ß¼¶¿ª·¢¹¤³ÌÊ¦£¨AI·ÖÎö£©', '1.6-3Íò/ÔÂ', 'º¼ÖÝ-Óàº¼Çø', '3-4Äê¾­Ñé', '±¾¿Æ', 'ÕÐ2ÈË', '09-30·¢²¼'), 'º¼ÖÝµvÈ«¿Æ¼¼·¢Õ¹ÓÐÏÞ¹«Ë¾')
